vocabulary size: 163
n tunes: 18194
n train tunes: 17298.0
n validation tunes: 896.0
390/1621 (epoch 0.721) train_loss=439.09240723 time/batch=3.68s
391/1621 (epoch 0.723) train_loss=326.51232910 time/batch=2.84s
392/1621 (epoch 0.725) train_loss=444.60650635 time/batch=3.70s
393/1621 (epoch 0.727) train_loss=338.90652466 time/batch=2.76s
394/1621 (epoch 0.729) train_loss=405.22323608 time/batch=3.38s
395/1621 (epoch 0.731) train_loss=239.05090332 time/batch=2.18s
396/1621 (epoch 0.733) train_loss=427.98880005 time/batch=3.72s
397/1621 (epoch 0.734) train_loss=469.37878418 time/batch=4.03s
398/1621 (epoch 0.736) train_loss=350.57333374 time/batch=3.09s
399/1621 (epoch 0.738) train_loss=328.83053589 time/batch=2.89s
400/1621 (epoch 0.740) train_loss=438.03594971 time/batch=3.78s
401/1621 (epoch 0.742) train_loss=259.26062012 time/batch=2.37s
402/1621 (epoch 0.744) train_loss=462.50238037 time/batch=3.99s
403/1621 (epoch 0.746) train_loss=315.86605835 time/batch=2.88s
404/1621 (epoch 0.747) train_loss=222.82675171 time/batch=2.12s
405/1621 (epoch 0.749) train_loss=251.75166321 time/batch=2.37s
406/1621 (epoch 0.751) train_loss=290.06069946 time/batch=2.66s
407/1621 (epoch 0.753) train_loss=183.04139709 time/batch=1.90s
408/1621 (epoch 0.755) train_loss=440.52764893 time/batch=3.92s
409/1621 (epoch 0.757) train_loss=491.26586914 time/batch=4.29s
410/1621 (epoch 0.758) train_loss=347.66833496 time/batch=3.09s
411/1621 (epoch 0.760) train_loss=174.91139221 time/batch=1.84s
412/1621 (epoch 0.762) train_loss=412.47647095 time/batch=3.59s
413/1621 (epoch 0.764) train_loss=353.74194336 time/batch=3.12s
414/1621 (epoch 0.766) train_loss=442.38595581 time/batch=3.74s
415/1621 (epoch 0.768) train_loss=204.01884460 time/batch=1.91s
416/1621 (epoch 0.770) train_loss=344.94345093 time/batch=3.11s
417/1621 (epoch 0.771) train_loss=282.79949951 time/batch=2.53s
418/1621 (epoch 0.773) train_loss=382.62673950 time/batch=3.28s
419/1621 (epoch 0.775) train_loss=319.33651733 time/batch=2.76s
420/1621 (epoch 0.777) train_loss=324.23339844 time/batch=2.82s
421/1621 (epoch 0.779) train_loss=335.08450317 time/batch=2.94s
422/1621 (epoch 0.781) train_loss=290.27478027 time/batch=2.56s
423/1621 (epoch 0.783) train_loss=323.88763428 time/batch=2.74s
424/1621 (epoch 0.784) train_loss=239.54698181 time/batch=2.18s
425/1621 (epoch 0.786) train_loss=475.68798828 time/batch=4.00s
426/1621 (epoch 0.788) train_loss=420.77593994 time/batch=3.48s
427/1621 (epoch 0.790) train_loss=310.46163940 time/batch=2.67s
428/1621 (epoch 0.792) train_loss=278.52517700 time/batch=2.35s
429/1621 (epoch 0.794) train_loss=270.79626465 time/batch=2.49s
430/1621 (epoch 0.795) train_loss=473.16799927 time/batch=3.91s
431/1621 (epoch 0.797) train_loss=279.28250122 time/batch=2.46s
432/1621 (epoch 0.799) train_loss=362.37033081 time/batch=3.09s
433/1621 (epoch 0.801) train_loss=474.62677002 time/batch=3.93s
434/1621 (epoch 0.803) train_loss=455.24285889 time/batch=3.90s
435/1621 (epoch 0.805) train_loss=333.50057983 time/batch=2.90s
436/1621 (epoch 0.807) train_loss=259.34558105 time/batch=2.41s
437/1621 (epoch 0.808) train_loss=180.06375122 time/batch=1.78s
438/1621 (epoch 0.810) train_loss=221.15348816 time/batch=2.14s
439/1621 (epoch 0.812) train_loss=262.99893188 time/batch=2.35s
440/1621 (epoch 0.814) train_loss=298.00308228 time/batch=2.57s
441/1621 (epoch 0.816) train_loss=477.70898438 time/batch=3.89s
442/1621 (epoch 0.818) train_loss=238.02818298 time/batch=2.17s
443/1621 (epoch 0.820) train_loss=255.16281128 time/batch=2.26s
444/1621 (epoch 0.821) train_loss=300.03442383 time/batch=2.67s
445/1621 (epoch 0.823) train_loss=309.47982788 time/batch=2.65s
446/1621 (epoch 0.825) train_loss=326.71575928 time/batch=2.83s
447/1621 (epoch 0.827) train_loss=327.06893921 time/batch=2.78s
448/1621 (epoch 0.829) train_loss=253.32514954 time/batch=2.40s
449/1621 (epoch 0.831) train_loss=307.43676758 time/batch=2.72s
450/1621 (epoch 0.832) train_loss=350.81921387 time/batch=3.07s
451/1621 (epoch 0.834) train_loss=439.26651001 time/batch=3.56s
452/1621 (epoch 0.836) train_loss=248.06327820 time/batch=2.23s
453/1621 (epoch 0.838) train_loss=289.32162476 time/batch=2.47s
454/1621 (epoch 0.840) train_loss=370.92126465 time/batch=3.12s
455/1621 (epoch 0.842) train_loss=246.97506714 time/batch=2.28s
456/1621 (epoch 0.844) train_loss=314.92880249 time/batch=2.71s
457/1621 (epoch 0.845) train_loss=251.82949829 time/batch=2.33s
458/1621 (epoch 0.847) train_loss=264.57861328 time/batch=2.39s
459/1621 (epoch 0.849) train_loss=301.02703857 time/batch=2.71s
460/1621 (epoch 0.851) train_loss=233.50772095 time/batch=2.18s
461/1621 (epoch 0.853) train_loss=283.66680908 time/batch=2.53s
462/1621 (epoch 0.855) train_loss=347.91906738 time/batch=2.98s
463/1621 (epoch 0.857) train_loss=454.66943359 time/batch=3.76s
464/1621 (epoch 0.858) train_loss=249.98005676 time/batch=2.26s
465/1621 (epoch 0.860) train_loss=274.69253540 time/batch=2.39s
466/1621 (epoch 0.862) train_loss=249.27735901 time/batch=2.28s
467/1621 (epoch 0.864) train_loss=363.70175171 time/batch=3.16s
468/1621 (epoch 0.866) train_loss=385.17517090 time/batch=3.38s
469/1621 (epoch 0.868) train_loss=443.08615112 time/batch=3.79s
470/1621 (epoch 0.869) train_loss=260.15911865 time/batch=2.41s
471/1621 (epoch 0.871) train_loss=391.11563110 time/batch=3.32s
472/1621 (epoch 0.873) train_loss=237.20309448 time/batch=2.21s
473/1621 (epoch 0.875) train_loss=347.83578491 time/batch=3.10s
474/1621 (epoch 0.877) train_loss=308.45239258 time/batch=2.65s
475/1621 (epoch 0.879) train_loss=296.03787231 time/batch=2.70s
476/1621 (epoch 0.881) train_loss=358.09005737 time/batch=3.21s
477/1621 (epoch 0.882) train_loss=320.65167236 time/batch=2.70s
478/1621 (epoch 0.884) train_loss=283.35943604 time/batch=2.60s
479/1621 (epoch 0.886) train_loss=344.24719238 time/batch=2.98s
480/1621 (epoch 0.888) train_loss=261.96856689 time/batch=2.28s
481/1621 (epoch 0.890) train_loss=386.70022583 time/batch=3.24s
482/1621 (epoch 0.892) train_loss=401.60375977 time/batch=3.29s
483/1621 (epoch 0.894) train_loss=442.05017090 time/batch=3.54s
484/1621 (epoch 0.895) train_loss=375.25006104 time/batch=3.17s
485/1621 (epoch 0.897) train_loss=312.74713135 time/batch=2.70s
486/1621 (epoch 0.899) train_loss=390.76242065 time/batch=3.41s
487/1621 (epoch 0.901) train_loss=247.93083191 time/batch=2.29s
488/1621 (epoch 0.903) train_loss=249.01193237 time/batch=2.34s
489/1621 (epoch 0.905) train_loss=270.57113647 time/batch=2.44s
490/1621 (epoch 0.906) train_loss=351.12792969 time/batch=3.03s
491/1621 (epoch 0.908) train_loss=273.51083374 time/batch=2.45s
492/1621 (epoch 0.910) train_loss=362.97485352 time/batch=3.22s
493/1621 (epoch 0.912) train_loss=302.72811890 time/batch=2.69s
494/1621 (epoch 0.914) train_loss=250.13893127 time/batch=2.31s
495/1621 (epoch 0.916) train_loss=414.91674805 time/batch=3.47s
496/1621 (epoch 0.918) train_loss=259.48956299 time/batch=2.39s
497/1621 (epoch 0.919) train_loss=310.41812134 time/batch=2.74s
498/1621 (epoch 0.921) train_loss=339.74975586 time/batch=2.97s
499/1621 (epoch 0.923) train_loss=428.60220337 time/batch=3.65s
Validating
    loss:	355.006995

500/1621 (epoch 0.925) train_loss=298.66278076 time/batch=47.93s
501/1621 (epoch 0.927) train_loss=406.05090332 time/batch=3.37s
502/1621 (epoch 0.929) train_loss=255.29092407 time/batch=2.16s
503/1621 (epoch 0.931) train_loss=292.00982666 time/batch=2.62s
504/1621 (epoch 0.932) train_loss=297.07394409 time/batch=2.61s
505/1621 (epoch 0.934) train_loss=249.61375427 time/batch=2.31s
506/1621 (epoch 0.936) train_loss=385.81759644 time/batch=3.29s
507/1621 (epoch 0.938) train_loss=387.78536987 time/batch=3.47s
508/1621 (epoch 0.940) train_loss=274.45605469 time/batch=2.44s
509/1621 (epoch 0.942) train_loss=304.89724731 time/batch=2.75s
510/1621 (epoch 0.943) train_loss=293.22570801 time/batch=2.54s
511/1621 (epoch 0.945) train_loss=226.68276978 time/batch=2.09s
512/1621 (epoch 0.947) train_loss=244.87339783 time/batch=2.35s
513/1621 (epoch 0.949) train_loss=238.33839417 time/batch=2.15s
514/1621 (epoch 0.951) train_loss=287.91146851 time/batch=2.58s
515/1621 (epoch 0.953) train_loss=300.44906616 time/batch=2.74s
516/1621 (epoch 0.955) train_loss=294.67965698 time/batch=2.68s
517/1621 (epoch 0.956) train_loss=219.14752197 time/batch=2.12s
518/1621 (epoch 0.958) train_loss=297.03112793 time/batch=2.66s
519/1621 (epoch 0.960) train_loss=301.04171753 time/batch=2.66s
520/1621 (epoch 0.962) train_loss=231.24540710 time/batch=2.19s
521/1621 (epoch 0.964) train_loss=265.66784668 time/batch=2.43s
522/1621 (epoch 0.966) train_loss=314.18533325 time/batch=2.81s
523/1621 (epoch 0.968) train_loss=296.82113647 time/batch=2.68s
524/1621 (epoch 0.969) train_loss=288.55911255 time/batch=2.72s
525/1621 (epoch 0.971) train_loss=270.03421021 time/batch=2.64s
526/1621 (epoch 0.973) train_loss=234.68110657 time/batch=3.89s
527/1621 (epoch 0.975) train_loss=243.38626099 time/batch=3.60s
528/1621 (epoch 0.977) train_loss=268.53805542 time/batch=2.44s
529/1621 (epoch 0.979) train_loss=328.91934204 time/batch=3.05s
530/1621 (epoch 0.980) train_loss=242.89065552 time/batch=2.27s
531/1621 (epoch 0.982) train_loss=331.58300781 time/batch=3.05s
532/1621 (epoch 0.984) train_loss=266.38699341 time/batch=2.44s
533/1621 (epoch 0.986) train_loss=300.60607910 time/batch=2.62s
534/1621 (epoch 0.988) train_loss=298.76300049 time/batch=2.64s
535/1621 (epoch 0.990) train_loss=273.26791382 time/batch=2.44s
536/1621 (epoch 0.992) train_loss=308.79290771 time/batch=2.74s
537/1621 (epoch 0.993) train_loss=278.92996216 time/batch=2.49s
538/1621 (epoch 0.995) train_loss=296.70568848 time/batch=2.66s
539/1621 (epoch 0.997) train_loss=302.86154175 time/batch=2.72s
540/1621 (epoch 0.999) train_loss=278.19726562 time/batch=2.45s
  saved to metadata/configSample--20250106-120149.pkl
541/1621 (epoch 1.001) train_loss=129.35881042 time/batch=1.44s
542/1621 (epoch 1.003) train_loss=1635.50732422 time/batch=14.43s
543/1621 (epoch 1.005) train_loss=1122.54162598 time/batch=9.50s
544/1621 (epoch 1.006) train_loss=160.52774048 time/batch=1.60s
545/1621 (epoch 1.008) train_loss=457.31112671 time/batch=3.94s
546/1621 (epoch 1.010) train_loss=226.28210449 time/batch=2.12s
547/1621 (epoch 1.012) train_loss=917.23437500 time/batch=7.71s
548/1621 (epoch 1.014) train_loss=176.45314026 time/batch=1.70s
549/1621 (epoch 1.016) train_loss=243.27319336 time/batch=2.21s
550/1621 (epoch 1.017) train_loss=86.95690918 time/batch=1.03s
551/1621 (epoch 1.019) train_loss=2812.56274414 time/batch=48.68s
552/1621 (epoch 1.021) train_loss=863.81933594 time/batch=6.78s
553/1621 (epoch 1.023) train_loss=770.73999023 time/batch=6.33s
554/1621 (epoch 1.025) train_loss=905.21752930 time/batch=7.28s
555/1621 (epoch 1.027) train_loss=1288.97814941 time/batch=42.78s
556/1621 (epoch 1.029) train_loss=564.52288818 time/batch=4.83s
557/1621 (epoch 1.030) train_loss=591.15637207 time/batch=4.59s
558/1621 (epoch 1.032) train_loss=717.11627197 time/batch=5.49s
559/1621 (epoch 1.034) train_loss=197.66503906 time/batch=1.84s
560/1621 (epoch 1.036) train_loss=1040.27807617 time/batch=10.29s
561/1621 (epoch 1.038) train_loss=133.96130371 time/batch=1.35s
562/1621 (epoch 1.040) train_loss=10.84908867 time/batch=0.09s
563/1621 (epoch 1.042) train_loss=727.33746338 time/batch=5.81s
564/1621 (epoch 1.043) train_loss=735.23394775 time/batch=6.08s
565/1621 (epoch 1.045) train_loss=640.83648682 time/batch=5.22s
566/1621 (epoch 1.047) train_loss=125.77146912 time/batch=1.28s
567/1621 (epoch 1.049) train_loss=101.90319061 time/batch=1.10s
568/1621 (epoch 1.051) train_loss=573.97576904 time/batch=4.49s
569/1621 (epoch 1.053) train_loss=816.70666504 time/batch=6.88s
570/1621 (epoch 1.054) train_loss=29.92539024 time/batch=0.56s
571/1621 (epoch 1.056) train_loss=558.63940430 time/batch=4.40s
572/1621 (epoch 1.058) train_loss=305.04324341 time/batch=2.66s
573/1621 (epoch 1.060) train_loss=521.35449219 time/batch=4.31s
574/1621 (epoch 1.062) train_loss=249.86170959 time/batch=2.25s
575/1621 (epoch 1.064) train_loss=634.95196533 time/batch=5.18s
576/1621 (epoch 1.066) train_loss=332.27615356 time/batch=2.91s
577/1621 (epoch 1.067) train_loss=481.56854248 time/batch=3.97s
578/1621 (epoch 1.069) train_loss=187.52626038 time/batch=1.79s
579/1621 (epoch 1.071) train_loss=937.28826904 time/batch=7.86s
580/1621 (epoch 1.073) train_loss=949.63885498 time/batch=10.61s
581/1621 (epoch 1.075) train_loss=532.02160645 time/batch=4.49s
582/1621 (epoch 1.077) train_loss=649.46026611 time/batch=5.51s
583/1621 (epoch 1.079) train_loss=436.59231567 time/batch=3.70s
584/1621 (epoch 1.080) train_loss=512.32098389 time/batch=4.48s
585/1621 (epoch 1.082) train_loss=131.71736145 time/batch=1.38s
586/1621 (epoch 1.084) train_loss=546.75048828 time/batch=4.44s
587/1621 (epoch 1.086) train_loss=160.43547058 time/batch=1.57s
588/1621 (epoch 1.088) train_loss=405.23083496 time/batch=3.42s
589/1621 (epoch 1.090) train_loss=642.03631592 time/batch=5.37s
590/1621 (epoch 1.091) train_loss=358.30075073 time/batch=3.09s
591/1621 (epoch 1.093) train_loss=199.82449341 time/batch=1.88s
592/1621 (epoch 1.095) train_loss=208.85403442 time/batch=1.99s
593/1621 (epoch 1.097) train_loss=523.10437012 time/batch=4.60s
594/1621 (epoch 1.099) train_loss=64.71397400 time/batch=0.80s
595/1621 (epoch 1.101) train_loss=362.28005981 time/batch=3.15s
596/1621 (epoch 1.103) train_loss=246.28009033 time/batch=2.37s
597/1621 (epoch 1.104) train_loss=151.08705139 time/batch=1.55s
598/1621 (epoch 1.106) train_loss=315.41796875 time/batch=2.82s
599/1621 (epoch 1.108) train_loss=789.94049072 time/batch=6.98s
600/1621 (epoch 1.110) train_loss=556.29449463 time/batch=4.48s
601/1621 (epoch 1.112) train_loss=508.56344604 time/batch=4.05s
602/1621 (epoch 1.114) train_loss=604.22924805 time/batch=5.04s
603/1621 (epoch 1.116) train_loss=112.38738251 time/batch=1.21s
604/1621 (epoch 1.117) train_loss=216.61932373 time/batch=2.05s
605/1621 (epoch 1.119) train_loss=104.37075043 time/batch=1.15s
606/1621 (epoch 1.121) train_loss=263.57025146 time/batch=2.41s
607/1621 (epoch 1.123) train_loss=906.17083740 time/batch=11.22s
608/1621 (epoch 1.125) train_loss=539.75891113 time/batch=4.55s
609/1621 (epoch 1.127) train_loss=607.28015137 time/batch=4.96s
610/1621 (epoch 1.128) train_loss=728.44598389 time/batch=5.96s
611/1621 (epoch 1.130) train_loss=192.35525513 time/batch=1.83s
612/1621 (epoch 1.132) train_loss=478.75418091 time/batch=3.95s
613/1621 (epoch 1.134) train_loss=108.09193420 time/batch=1.18s
614/1621 (epoch 1.136) train_loss=244.99996948 time/batch=2.28s
615/1621 (epoch 1.138) train_loss=348.72875977 time/batch=3.12s
616/1621 (epoch 1.140) train_loss=503.26467896 time/batch=4.22s
617/1621 (epoch 1.141) train_loss=454.81881714 time/batch=3.93s
618/1621 (epoch 1.143) train_loss=639.94635010 time/batch=5.63s
619/1621 (epoch 1.145) train_loss=548.57653809 time/batch=4.66s
620/1621 (epoch 1.147) train_loss=570.23449707 time/batch=4.81s
621/1621 (epoch 1.149) train_loss=484.24884033 time/batch=4.23s
622/1621 (epoch 1.151) train_loss=343.87963867 time/batch=3.12s
623/1621 (epoch 1.153) train_loss=277.83782959 time/batch=2.62s
624/1621 (epoch 1.154) train_loss=493.09970093 time/batch=4.39s
625/1621 (epoch 1.156) train_loss=161.88725281 time/batch=1.62s
626/1621 (epoch 1.158) train_loss=493.08728027 time/batch=4.28s
627/1621 (epoch 1.160) train_loss=120.65503693 time/batch=1.22s
628/1621 (epoch 1.162) train_loss=598.82360840 time/batch=5.17s
629/1621 (epoch 1.164) train_loss=474.20678711 time/batch=4.09s
630/1621 (epoch 1.165) train_loss=532.59283447 time/batch=4.48s
631/1621 (epoch 1.167) train_loss=585.53369141 time/batch=5.21s
632/1621 (epoch 1.169) train_loss=241.11277771 time/batch=2.31s
633/1621 (epoch 1.171) train_loss=238.26094055 time/batch=2.26s
634/1621 (epoch 1.173) train_loss=235.91700745 time/batch=2.23s
635/1621 (epoch 1.175) train_loss=236.41065979 time/batch=2.30s
636/1621 (epoch 1.177) train_loss=723.89208984 time/batch=6.17s
637/1621 (epoch 1.178) train_loss=168.93579102 time/batch=1.66s
638/1621 (epoch 1.180) train_loss=672.85980225 time/batch=6.12s
639/1621 (epoch 1.182) train_loss=232.24078369 time/batch=2.15s
640/1621 (epoch 1.184) train_loss=361.42416382 time/batch=3.32s
641/1621 (epoch 1.186) train_loss=126.27709961 time/batch=1.32s
642/1621 (epoch 1.188) train_loss=548.34802246 time/batch=4.91s
643/1621 (epoch 1.190) train_loss=185.92279053 time/batch=1.82s
644/1621 (epoch 1.191) train_loss=315.78247070 time/batch=2.91s
645/1621 (epoch 1.193) train_loss=422.70788574 time/batch=3.67s
646/1621 (epoch 1.195) train_loss=516.87988281 time/batch=4.27s
647/1621 (epoch 1.197) train_loss=647.68090820 time/batch=5.51s
648/1621 (epoch 1.199) train_loss=604.64868164 time/batch=4.94s
649/1621 (epoch 1.201) train_loss=330.36105347 time/batch=2.83s
650/1621 (epoch 1.202) train_loss=265.79336548 time/batch=2.49s
651/1621 (epoch 1.204) train_loss=492.06939697 time/batch=4.26s
652/1621 (epoch 1.206) train_loss=523.91448975 time/batch=4.59s
653/1621 (epoch 1.208) train_loss=266.76986694 time/batch=2.54s
654/1621 (epoch 1.210) train_loss=213.97349548 time/batch=2.10s
655/1621 (epoch 1.212) train_loss=338.00640869 time/batch=3.17s
656/1621 (epoch 1.214) train_loss=351.67587280 time/batch=3.11s
657/1621 (epoch 1.215) train_loss=349.80844116 time/batch=3.16s
658/1621 (epoch 1.217) train_loss=44.93139648 time/batch=1.24s
659/1621 (epoch 1.219) train_loss=545.78564453 time/batch=4.59s
660/1621 (epoch 1.221) train_loss=481.16079712 time/batch=4.20s
661/1621 (epoch 1.223) train_loss=263.69848633 time/batch=2.51s
662/1621 (epoch 1.225) train_loss=365.74368286 time/batch=3.27s
663/1621 (epoch 1.227) train_loss=518.30108643 time/batch=4.59s
664/1621 (epoch 1.228) train_loss=214.36604309 time/batch=2.07s
665/1621 (epoch 1.230) train_loss=194.24589539 time/batch=1.90s
666/1621 (epoch 1.232) train_loss=570.55920410 time/batch=4.82s
667/1621 (epoch 1.234) train_loss=160.66401672 time/batch=1.69s
668/1621 (epoch 1.236) train_loss=434.00000000 time/batch=3.97s
669/1621 (epoch 1.238) train_loss=542.70861816 time/batch=4.57s
670/1621 (epoch 1.239) train_loss=535.66284180 time/batch=4.52s
671/1621 (epoch 1.241) train_loss=200.16290283 time/batch=1.98s
672/1621 (epoch 1.243) train_loss=310.07778931 time/batch=2.96s
673/1621 (epoch 1.245) train_loss=459.09542847 time/batch=4.06s
674/1621 (epoch 1.247) train_loss=342.09454346 time/batch=3.15s
675/1621 (epoch 1.249) train_loss=153.54402161 time/batch=1.70s
676/1621 (epoch 1.251) train_loss=478.44281006 time/batch=4.68s
677/1621 (epoch 1.252) train_loss=608.28332520 time/batch=5.45s
678/1621 (epoch 1.254) train_loss=272.92013550 time/batch=2.60s
679/1621 (epoch 1.256) train_loss=443.09155273 time/batch=3.57s
680/1621 (epoch 1.258) train_loss=229.04959106 time/batch=2.13s
681/1621 (epoch 1.260) train_loss=693.59490967 time/batch=5.79s
682/1621 (epoch 1.262) train_loss=146.96701050 time/batch=1.51s
683/1621 (epoch 1.263) train_loss=394.91726685 time/batch=3.60s
684/1621 (epoch 1.265) train_loss=341.39791870 time/batch=3.30s
685/1621 (epoch 1.267) train_loss=463.37048340 time/batch=4.20s
686/1621 (epoch 1.269) train_loss=245.89630127 time/batch=2.39s
687/1621 (epoch 1.271) train_loss=322.62988281 time/batch=3.05s
688/1621 (epoch 1.273) train_loss=148.67948914 time/batch=1.53s
689/1621 (epoch 1.275) train_loss=537.13989258 time/batch=4.94s
690/1621 (epoch 1.276) train_loss=240.46614075 time/batch=2.23s
691/1621 (epoch 1.278) train_loss=596.30212402 time/batch=5.35s
692/1621 (epoch 1.280) train_loss=521.81732178 time/batch=4.76s
693/1621 (epoch 1.282) train_loss=190.90330505 time/batch=1.88s
694/1621 (epoch 1.284) train_loss=133.57356262 time/batch=1.46s
695/1621 (epoch 1.286) train_loss=332.14538574 time/batch=3.11s
696/1621 (epoch 1.288) train_loss=163.69384766 time/batch=1.70s
697/1621 (epoch 1.289) train_loss=564.09948730 time/batch=5.19s
698/1621 (epoch 1.291) train_loss=377.52075195 time/batch=3.36s
699/1621 (epoch 1.293) train_loss=385.33108521 time/batch=3.56s
700/1621 (epoch 1.295) train_loss=585.89483643 time/batch=5.00s
701/1621 (epoch 1.297) train_loss=122.73383331 time/batch=1.30s
702/1621 (epoch 1.299) train_loss=202.37733459 time/batch=2.03s
703/1621 (epoch 1.300) train_loss=464.40255737 time/batch=4.06s
704/1621 (epoch 1.302) train_loss=313.17541504 time/batch=3.04s
705/1621 (epoch 1.304) train_loss=158.38653564 time/batch=1.80s
706/1621 (epoch 1.306) train_loss=109.78147125 time/batch=1.41s
707/1621 (epoch 1.308) train_loss=278.57803345 time/batch=2.65s
708/1621 (epoch 1.310) train_loss=428.95147705 time/batch=4.03s
709/1621 (epoch 1.312) train_loss=407.20776367 time/batch=3.69s
710/1621 (epoch 1.313) train_loss=480.74096680 time/batch=4.33s
711/1621 (epoch 1.315) train_loss=245.00193787 time/batch=2.32s
712/1621 (epoch 1.317) train_loss=233.24133301 time/batch=2.09s
713/1621 (epoch 1.319) train_loss=201.79562378 time/batch=1.99s
714/1621 (epoch 1.321) train_loss=141.44087219 time/batch=1.57s
715/1621 (epoch 1.323) train_loss=377.60693359 time/batch=3.62s
716/1621 (epoch 1.325) train_loss=405.26098633 time/batch=3.71s
717/1621 (epoch 1.326) train_loss=511.89907837 time/batch=4.64s
718/1621 (epoch 1.328) train_loss=376.14813232 time/batch=3.31s
719/1621 (epoch 1.330) train_loss=394.58493042 time/batch=3.67s
720/1621 (epoch 1.332) train_loss=127.82099152 time/batch=1.40s
721/1621 (epoch 1.334) train_loss=359.06716919 time/batch=3.38s
722/1621 (epoch 1.336) train_loss=145.94627380 time/batch=1.54s
723/1621 (epoch 1.337) train_loss=553.39105225 time/batch=5.19s
724/1621 (epoch 1.339) train_loss=386.01473999 time/batch=3.81s
725/1621 (epoch 1.341) train_loss=235.27134705 time/batch=2.42s
726/1621 (epoch 1.343) train_loss=274.70050049 time/batch=2.71s
727/1621 (epoch 1.345) train_loss=390.97741699 time/batch=3.85s
728/1621 (epoch 1.347) train_loss=656.27819824 time/batch=5.71s
729/1621 (epoch 1.349) train_loss=170.63723755 time/batch=1.69s
730/1621 (epoch 1.350) train_loss=499.69598389 time/batch=4.68s
731/1621 (epoch 1.352) train_loss=233.34834290 time/batch=2.29s
732/1621 (epoch 1.354) train_loss=413.58245850 time/batch=3.87s
733/1621 (epoch 1.356) train_loss=164.57394409 time/batch=1.83s
734/1621 (epoch 1.358) train_loss=490.68972778 time/batch=4.56s
735/1621 (epoch 1.360) train_loss=341.59188843 time/batch=3.31s
736/1621 (epoch 1.362) train_loss=284.92745972 time/batch=2.87s
737/1621 (epoch 1.363) train_loss=642.30651855 time/batch=6.04s
738/1621 (epoch 1.365) train_loss=278.17407227 time/batch=4.78s
739/1621 (epoch 1.367) train_loss=145.82060242 time/batch=3.26s
740/1621 (epoch 1.369) train_loss=515.62707520 time/batch=10.54s
741/1621 (epoch 1.371) train_loss=166.32293701 time/batch=3.94s
742/1621 (epoch 1.373) train_loss=192.80540466 time/batch=4.48s
743/1621 (epoch 1.374) train_loss=295.43823242 time/batch=6.67s
744/1621 (epoch 1.376) train_loss=229.72630310 time/batch=5.02s
745/1621 (epoch 1.378) train_loss=153.39959717 time/batch=3.42s
746/1621 (epoch 1.380) train_loss=211.36512756 time/batch=4.74s
747/1621 (epoch 1.382) train_loss=317.33682251 time/batch=6.98s
748/1621 (epoch 1.384) train_loss=502.34802246 time/batch=10.46s
749/1621 (epoch 1.386) train_loss=186.85185242 time/batch=4.41s
750/1621 (epoch 1.387) train_loss=504.68435669 time/batch=10.60s
751/1621 (epoch 1.389) train_loss=350.01510620 time/batch=7.47s
752/1621 (epoch 1.391) train_loss=334.58404541 time/batch=7.32s
753/1621 (epoch 1.393) train_loss=141.34419250 time/batch=3.23s
754/1621 (epoch 1.395) train_loss=215.09417725 time/batch=5.06s
755/1621 (epoch 1.397) train_loss=321.97052002 time/batch=6.98s
756/1621 (epoch 1.399) train_loss=426.58123779 time/batch=9.29s
757/1621 (epoch 1.400) train_loss=356.25372314 time/batch=7.69s
758/1621 (epoch 1.402) train_loss=242.43496704 time/batch=5.53s
759/1621 (epoch 1.404) train_loss=167.06718445 time/batch=3.75s
760/1621 (epoch 1.406) train_loss=267.23931885 time/batch=5.97s
761/1621 (epoch 1.408) train_loss=311.11019897 time/batch=6.79s
762/1621 (epoch 1.410) train_loss=337.50527954 time/batch=7.13s
763/1621 (epoch 1.411) train_loss=358.47341919 time/batch=7.51s
764/1621 (epoch 1.413) train_loss=208.46749878 time/batch=4.84s
765/1621 (epoch 1.415) train_loss=242.46211243 time/batch=5.40s
766/1621 (epoch 1.417) train_loss=537.70892334 time/batch=10.83s
767/1621 (epoch 1.419) train_loss=183.37092590 time/batch=3.95s
768/1621 (epoch 1.421) train_loss=303.51998901 time/batch=6.58s
769/1621 (epoch 1.423) train_loss=641.32135010 time/batch=13.89s
770/1621 (epoch 1.424) train_loss=177.67774963 time/batch=4.02s
771/1621 (epoch 1.426) train_loss=442.99765015 time/batch=9.32s
772/1621 (epoch 1.428) train_loss=343.94815063 time/batch=7.33s
773/1621 (epoch 1.430) train_loss=195.91558838 time/batch=4.22s
774/1621 (epoch 1.432) train_loss=254.03527832 time/batch=5.69s
775/1621 (epoch 1.434) train_loss=140.24542236 time/batch=3.43s
776/1621 (epoch 1.436) train_loss=172.57746887 time/batch=4.14s
777/1621 (epoch 1.437) train_loss=596.49816895 time/batch=11.90s
778/1621 (epoch 1.439) train_loss=215.09954834 time/batch=4.62s
779/1621 (epoch 1.441) train_loss=198.65472412 time/batch=4.39s
780/1621 (epoch 1.443) train_loss=329.28665161 time/batch=6.89s
781/1621 (epoch 1.445) train_loss=304.48788452 time/batch=6.45s
782/1621 (epoch 1.447) train_loss=327.04351807 time/batch=7.04s
783/1621 (epoch 1.448) train_loss=380.14920044 time/batch=7.57s
784/1621 (epoch 1.450) train_loss=281.77066040 time/batch=6.10s
785/1621 (epoch 1.452) train_loss=352.14251709 time/batch=7.56s
786/1621 (epoch 1.454) train_loss=228.02775574 time/batch=5.12s
