vocabulary size: 164
n tunes: 9984
n train tunes: 9472.0
n validation tunes: 512.0
389/1184 (epoch 1.314) train_loss=785.40218246 time/batch=10.70s
390/1184 (epoch 1.318) train_loss=687.62670042 time/batch=8.91s
391/1184 (epoch 1.321) train_loss=538.83314881 time/batch=6.66s
392/1184 (epoch 1.324) train_loss=704.70490723 time/batch=8.43s
393/1184 (epoch 1.328) train_loss=274.34913184 time/batch=3.56s
394/1184 (epoch 1.331) train_loss=449.86066513 time/batch=5.62s
395/1184 (epoch 1.334) train_loss=421.42664727 time/batch=5.24s
396/1184 (epoch 1.338) train_loss=187.05607212 time/batch=2.55s
397/1184 (epoch 1.341) train_loss=266.70863513 time/batch=3.51s
398/1184 (epoch 1.345) train_loss=648.89736262 time/batch=8.84s
399/1184 (epoch 1.348) train_loss=613.83185154 time/batch=7.26s
400/1184 (epoch 1.351) train_loss=466.76068106 time/batch=5.47s
401/1184 (epoch 1.355) train_loss=617.19685008 time/batch=7.74s
402/1184 (epoch 1.358) train_loss=250.03954839 time/batch=4.11s
403/1184 (epoch 1.361) train_loss=381.42925664 time/batch=4.53s
404/1184 (epoch 1.365) train_loss=599.97436443 time/batch=7.13s
405/1184 (epoch 1.368) train_loss=915.67054109 time/batch=11.40s
406/1184 (epoch 1.372) train_loss=298.86335887 time/batch=3.80s
407/1184 (epoch 1.375) train_loss=619.88495179 time/batch=7.37s
408/1184 (epoch 1.378) train_loss=575.18234054 time/batch=6.82s
409/1184 (epoch 1.382) train_loss=339.56025256 time/batch=4.11s
410/1184 (epoch 1.385) train_loss=245.88838800 time/batch=3.11s
411/1184 (epoch 1.389) train_loss=292.70637934 time/batch=3.59s
412/1184 (epoch 1.392) train_loss=693.06606865 time/batch=8.70s
413/1184 (epoch 1.395) train_loss=212.40891827 time/batch=2.90s
414/1184 (epoch 1.399) train_loss=725.42330923 time/batch=9.79s
415/1184 (epoch 1.402) train_loss=266.41635226 time/batch=3.27s
416/1184 (epoch 1.405) train_loss=609.16027388 time/batch=7.25s
417/1184 (epoch 1.409) train_loss=480.13577473 time/batch=5.69s
418/1184 (epoch 1.412) train_loss=283.25816650 time/batch=3.49s
419/1184 (epoch 1.416) train_loss=342.20378750 time/batch=4.15s
420/1184 (epoch 1.419) train_loss=290.83579101 time/batch=3.53s
421/1184 (epoch 1.422) train_loss=549.21340379 time/batch=6.62s
422/1184 (epoch 1.426) train_loss=430.71864222 time/batch=5.51s
423/1184 (epoch 1.429) train_loss=358.38828501 time/batch=4.61s
424/1184 (epoch 1.432) train_loss=495.15599309 time/batch=6.13s
425/1184 (epoch 1.436) train_loss=494.28812625 time/batch=6.19s
426/1184 (epoch 1.439) train_loss=441.08102615 time/batch=5.91s
427/1184 (epoch 1.443) train_loss=743.79376966 time/batch=9.09s
428/1184 (epoch 1.446) train_loss=800.76678280 time/batch=11.62s
429/1184 (epoch 1.449) train_loss=357.44585774 time/batch=4.43s
430/1184 (epoch 1.453) train_loss=502.59616951 time/batch=6.09s
431/1184 (epoch 1.456) train_loss=361.06677565 time/batch=4.60s
432/1184 (epoch 1.459) train_loss=174.17183029 time/batch=2.32s
433/1184 (epoch 1.463) train_loss=344.24471339 time/batch=4.41s
434/1184 (epoch 1.466) train_loss=252.91990149 time/batch=3.21s
435/1184 (epoch 1.470) train_loss=505.87911455 time/batch=6.16s
436/1184 (epoch 1.473) train_loss=445.89170593 time/batch=5.55s
437/1184 (epoch 1.476) train_loss=240.79757491 time/batch=3.15s
438/1184 (epoch 1.480) train_loss=513.32558487 time/batch=6.19s
439/1184 (epoch 1.483) train_loss=404.77347458 time/batch=4.95s
440/1184 (epoch 1.486) train_loss=537.17868302 time/batch=6.85s
441/1184 (epoch 1.490) train_loss=336.75738481 time/batch=4.62s
442/1184 (epoch 1.493) train_loss=399.19843518 time/batch=5.15s
443/1184 (epoch 1.497) train_loss=372.98230806 time/batch=4.93s
444/1184 (epoch 1.500) train_loss=162.68654506 time/batch=2.45s
445/1184 (epoch 1.503) train_loss=349.07507055 time/batch=4.61s
446/1184 (epoch 1.507) train_loss=331.99084584 time/batch=4.46s
447/1184 (epoch 1.510) train_loss=714.33578416 time/batch=8.65s
448/1184 (epoch 1.514) train_loss=439.77341424 time/batch=5.57s
449/1184 (epoch 1.517) train_loss=739.97592924 time/batch=9.17s
450/1184 (epoch 1.520) train_loss=457.59898168 time/batch=5.63s
451/1184 (epoch 1.524) train_loss=490.30167963 time/batch=6.13s
452/1184 (epoch 1.527) train_loss=379.46267554 time/batch=4.86s
453/1184 (epoch 1.530) train_loss=471.99171999 time/batch=5.82s
454/1184 (epoch 1.534) train_loss=360.74215747 time/batch=4.37s
455/1184 (epoch 1.537) train_loss=302.97993725 time/batch=4.11s
456/1184 (epoch 1.541) train_loss=416.43135886 time/batch=4.99s
457/1184 (epoch 1.544) train_loss=344.86284122 time/batch=4.46s
458/1184 (epoch 1.547) train_loss=174.61161184 time/batch=2.47s
459/1184 (epoch 1.551) train_loss=412.78168701 time/batch=5.51s
460/1184 (epoch 1.554) train_loss=591.32901278 time/batch=7.30s
461/1184 (epoch 1.557) train_loss=381.88584778 time/batch=4.89s
462/1184 (epoch 1.561) train_loss=348.82464560 time/batch=4.64s
463/1184 (epoch 1.564) train_loss=470.39415742 time/batch=5.96s
464/1184 (epoch 1.568) train_loss=433.22522141 time/batch=5.50s
465/1184 (epoch 1.571) train_loss=571.51032646 time/batch=6.55s
466/1184 (epoch 1.574) train_loss=182.26908371 time/batch=2.37s
467/1184 (epoch 1.578) train_loss=280.88401001 time/batch=3.47s
468/1184 (epoch 1.581) train_loss=447.66617267 time/batch=5.51s
469/1184 (epoch 1.584) train_loss=364.67023947 time/batch=4.89s
470/1184 (epoch 1.588) train_loss=236.04885268 time/batch=2.97s
471/1184 (epoch 1.591) train_loss=468.67425652 time/batch=5.80s
472/1184 (epoch 1.595) train_loss=243.26293377 time/batch=3.40s
473/1184 (epoch 1.598) train_loss=639.91855412 time/batch=7.67s
474/1184 (epoch 1.601) train_loss=345.92262166 time/batch=4.38s
475/1184 (epoch 1.605) train_loss=279.64511073 time/batch=3.53s
476/1184 (epoch 1.608) train_loss=608.25120296 time/batch=7.45s
477/1184 (epoch 1.611) train_loss=431.14193057 time/batch=5.26s
478/1184 (epoch 1.615) train_loss=339.29973911 time/batch=4.33s
479/1184 (epoch 1.618) train_loss=706.11857200 time/batch=8.54s
480/1184 (epoch 1.622) train_loss=495.57534822 time/batch=6.25s
481/1184 (epoch 1.625) train_loss=366.66391480 time/batch=5.39s
482/1184 (epoch 1.628) train_loss=518.40974208 time/batch=6.57s
483/1184 (epoch 1.632) train_loss=392.82532237 time/batch=4.78s
484/1184 (epoch 1.635) train_loss=248.58174369 time/batch=3.49s
485/1184 (epoch 1.639) train_loss=252.65562513 time/batch=3.33s
486/1184 (epoch 1.642) train_loss=289.87055332 time/batch=3.77s
487/1184 (epoch 1.645) train_loss=280.40753023 time/batch=3.73s
488/1184 (epoch 1.649) train_loss=282.53318153 time/batch=3.61s
489/1184 (epoch 1.652) train_loss=441.64660208 time/batch=5.60s
490/1184 (epoch 1.655) train_loss=487.96652429 time/batch=5.81s
491/1184 (epoch 1.659) train_loss=342.84524210 time/batch=4.25s
492/1184 (epoch 1.662) train_loss=179.60930511 time/batch=2.67s
493/1184 (epoch 1.666) train_loss=331.00960077 time/batch=4.09s
494/1184 (epoch 1.669) train_loss=471.74250739 time/batch=5.70s
495/1184 (epoch 1.672) train_loss=477.23087141 time/batch=6.09s
496/1184 (epoch 1.676) train_loss=287.36804731 time/batch=3.68s
497/1184 (epoch 1.679) train_loss=509.17171490 time/batch=6.84s
498/1184 (epoch 1.682) train_loss=243.02772579 time/batch=3.10s
499/1184 (epoch 1.686) train_loss=212.87957781 time/batch=2.97s
Validating
    loss:	497.507692

500/1184 (epoch 1.689) train_loss=335.41010082 time/batch=79.43s
501/1184 (epoch 1.693) train_loss=579.15084430 time/batch=7.07s
502/1184 (epoch 1.696) train_loss=410.27811666 time/batch=5.29s
503/1184 (epoch 1.699) train_loss=586.80273324 time/batch=7.15s
504/1184 (epoch 1.703) train_loss=406.02047967 time/batch=4.83s
505/1184 (epoch 1.706) train_loss=285.71267798 time/batch=4.07s
506/1184 (epoch 1.709) train_loss=381.44359488 time/batch=4.93s
507/1184 (epoch 1.713) train_loss=219.08695907 time/batch=3.03s
508/1184 (epoch 1.716) train_loss=220.80507844 time/batch=2.80s
509/1184 (epoch 1.720) train_loss=273.18085228 time/batch=3.85s
510/1184 (epoch 1.723) train_loss=543.45462033 time/batch=7.16s
511/1184 (epoch 1.726) train_loss=469.93195139 time/batch=6.43s
512/1184 (epoch 1.730) train_loss=444.51175391 time/batch=5.72s
513/1184 (epoch 1.733) train_loss=476.10143970 time/batch=5.95s
514/1184 (epoch 1.736) train_loss=544.38164856 time/batch=6.52s
515/1184 (epoch 1.740) train_loss=330.02321688 time/batch=4.21s
516/1184 (epoch 1.743) train_loss=354.44444252 time/batch=4.44s
517/1184 (epoch 1.747) train_loss=261.30248586 time/batch=3.51s
518/1184 (epoch 1.750) train_loss=273.88386405 time/batch=3.78s
519/1184 (epoch 1.753) train_loss=556.05410733 time/batch=7.32s
520/1184 (epoch 1.757) train_loss=521.75877473 time/batch=6.67s
521/1184 (epoch 1.760) train_loss=363.94360835 time/batch=4.54s
522/1184 (epoch 1.764) train_loss=516.86428388 time/batch=6.30s
523/1184 (epoch 1.767) train_loss=516.31259425 time/batch=6.31s
524/1184 (epoch 1.770) train_loss=208.26516237 time/batch=2.79s
525/1184 (epoch 1.774) train_loss=323.38433815 time/batch=4.15s
526/1184 (epoch 1.777) train_loss=295.86717964 time/batch=3.93s
527/1184 (epoch 1.780) train_loss=222.26584534 time/batch=3.16s
528/1184 (epoch 1.784) train_loss=437.74647491 time/batch=5.43s
529/1184 (epoch 1.787) train_loss=338.65880270 time/batch=4.56s
530/1184 (epoch 1.791) train_loss=509.84735126 time/batch=6.57s
531/1184 (epoch 1.794) train_loss=379.67248914 time/batch=5.19s
532/1184 (epoch 1.797) train_loss=221.22681322 time/batch=3.16s
533/1184 (epoch 1.801) train_loss=354.69106100 time/batch=4.72s
534/1184 (epoch 1.804) train_loss=547.59036052 time/batch=6.93s
535/1184 (epoch 1.807) train_loss=209.46193077 time/batch=3.52s
536/1184 (epoch 1.811) train_loss=443.82177415 time/batch=6.38s
537/1184 (epoch 1.814) train_loss=323.97717847 time/batch=4.95s
538/1184 (epoch 1.818) train_loss=537.77177581 time/batch=7.05s
539/1184 (epoch 1.821) train_loss=307.70184888 time/batch=4.51s
540/1184 (epoch 1.824) train_loss=299.83056504 time/batch=4.14s
541/1184 (epoch 1.828) train_loss=442.64068117 time/batch=5.68s
542/1184 (epoch 1.831) train_loss=541.32628704 time/batch=7.61s
543/1184 (epoch 1.834) train_loss=249.05805555 time/batch=4.17s
544/1184 (epoch 1.838) train_loss=338.24730670 time/batch=4.89s
545/1184 (epoch 1.841) train_loss=431.40507522 time/batch=6.00s
546/1184 (epoch 1.845) train_loss=360.84554219 time/batch=4.77s
547/1184 (epoch 1.848) train_loss=190.40077889 time/batch=2.83s
548/1184 (epoch 1.851) train_loss=355.04461724 time/batch=4.74s
549/1184 (epoch 1.855) train_loss=532.02542087 time/batch=6.62s
550/1184 (epoch 1.858) train_loss=267.82322837 time/batch=4.00s
551/1184 (epoch 1.861) train_loss=311.72995312 time/batch=4.44s
552/1184 (epoch 1.865) train_loss=406.42281392 time/batch=5.44s
553/1184 (epoch 1.868) train_loss=482.04255753 time/batch=6.29s
554/1184 (epoch 1.872) train_loss=389.11781637 time/batch=5.26s
555/1184 (epoch 1.875) train_loss=398.76478184 time/batch=5.16s
556/1184 (epoch 1.878) train_loss=445.88983178 time/batch=5.90s
557/1184 (epoch 1.882) train_loss=440.28548991 time/batch=5.92s
558/1184 (epoch 1.885) train_loss=451.61433522 time/batch=5.76s
559/1184 (epoch 1.889) train_loss=332.93245698 time/batch=4.66s
560/1184 (epoch 1.892) train_loss=398.96622694 time/batch=5.25s
561/1184 (epoch 1.895) train_loss=310.92735029 time/batch=4.33s
562/1184 (epoch 1.899) train_loss=423.80140325 time/batch=5.63s
563/1184 (epoch 1.902) train_loss=503.21590310 time/batch=6.71s
564/1184 (epoch 1.905) train_loss=318.81586041 time/batch=4.63s
565/1184 (epoch 1.909) train_loss=428.74167752 time/batch=5.79s
566/1184 (epoch 1.912) train_loss=437.15842857 time/batch=5.73s
567/1184 (epoch 1.916) train_loss=444.40904356 time/batch=5.94s
568/1184 (epoch 1.919) train_loss=363.20961569 time/batch=4.80s
569/1184 (epoch 1.922) train_loss=406.71525578 time/batch=5.36s
570/1184 (epoch 1.926) train_loss=438.64835962 time/batch=6.01s
571/1184 (epoch 1.929) train_loss=395.31676488 time/batch=5.51s
572/1184 (epoch 1.932) train_loss=509.98852164 time/batch=7.86s
573/1184 (epoch 1.936) train_loss=443.70384243 time/batch=5.58s
574/1184 (epoch 1.939) train_loss=308.77034797 time/batch=3.93s
575/1184 (epoch 1.943) train_loss=421.87792064 time/batch=5.28s
576/1184 (epoch 1.946) train_loss=464.94331101 time/batch=6.21s
577/1184 (epoch 1.949) train_loss=359.03489918 time/batch=4.65s
578/1184 (epoch 1.953) train_loss=310.36889792 time/batch=4.33s
579/1184 (epoch 1.956) train_loss=429.40741677 time/batch=5.86s
580/1184 (epoch 1.959) train_loss=414.24758790 time/batch=5.60s
581/1184 (epoch 1.963) train_loss=314.18244353 time/batch=4.61s
582/1184 (epoch 1.966) train_loss=411.16931962 time/batch=5.37s
583/1184 (epoch 1.970) train_loss=326.78234402 time/batch=4.73s
584/1184 (epoch 1.973) train_loss=343.81535324 time/batch=5.16s
585/1184 (epoch 1.976) train_loss=415.31579519 time/batch=5.41s
586/1184 (epoch 1.980) train_loss=389.96715416 time/batch=5.26s
587/1184 (epoch 1.983) train_loss=457.75698248 time/batch=6.19s
588/1184 (epoch 1.986) train_loss=406.12665637 time/batch=6.20s
589/1184 (epoch 1.990) train_loss=396.92225206 time/batch=5.24s
590/1184 (epoch 1.993) train_loss=400.43642844 time/batch=5.87s
591/1184 (epoch 1.997) train_loss=417.47783412 time/batch=5.88s
592/1184 (epoch 2.000) train_loss=444.40148762 time/batch=5.57s
  saved to metadata/configSample--20250114-222226.pkl
593/1184 (epoch 2.003) train_loss=1724.71440902 time/batch=20.76s
594/1184 (epoch 2.007) train_loss=1276.43392181 time/batch=15.74s
595/1184 (epoch 2.010) train_loss=517.16529235 time/batch=6.75s
596/1184 (epoch 2.014) train_loss=1183.75519204 time/batch=14.97s
597/1184 (epoch 2.017) train_loss=796.59029422 time/batch=10.73s
598/1184 (epoch 2.020) train_loss=1366.68744163 time/batch=17.35s
599/1184 (epoch 2.024) train_loss=646.11590787 time/batch=8.41s
600/1184 (epoch 2.027) train_loss=726.66443889 time/batch=9.20s
601/1184 (epoch 2.030) train_loss=396.85114028 time/batch=5.13s
602/1184 (epoch 2.034) train_loss=883.96203908 time/batch=11.56s
603/1184 (epoch 2.037) train_loss=405.56371413 time/batch=5.18s
604/1184 (epoch 2.041) train_loss=522.10312684 time/batch=6.45s
605/1184 (epoch 2.044) train_loss=770.58887516 time/batch=9.03s
606/1184 (epoch 2.047) train_loss=642.75093011 time/batch=7.67s
607/1184 (epoch 2.051) train_loss=875.91372501 time/batch=10.53s
608/1184 (epoch 2.054) train_loss=286.27189655 time/batch=3.68s
609/1184 (epoch 2.057) train_loss=524.25132314 time/batch=6.46s
610/1184 (epoch 2.061) train_loss=1855.65808714 time/batch=28.24s
611/1184 (epoch 2.064) train_loss=596.03869082 time/batch=7.73s
612/1184 (epoch 2.068) train_loss=860.45566417 time/batch=11.06s
613/1184 (epoch 2.071) train_loss=166.36832583 time/batch=2.37s
614/1184 (epoch 2.074) train_loss=310.21966150 time/batch=4.09s
615/1184 (epoch 2.078) train_loss=988.70152115 time/batch=12.45s
616/1184 (epoch 2.081) train_loss=699.45340904 time/batch=8.72s
617/1184 (epoch 2.084) train_loss=2552.79008040 time/batch=50.46s
618/1184 (epoch 2.088) train_loss=882.38126890 time/batch=10.98s
619/1184 (epoch 2.091) train_loss=1011.75214585 time/batch=11.94s
620/1184 (epoch 2.095) train_loss=672.18425559 time/batch=8.42s
621/1184 (epoch 2.098) train_loss=1115.59920033 time/batch=13.47s
622/1184 (epoch 2.101) train_loss=509.91621978 time/batch=6.35s
623/1184 (epoch 2.105) train_loss=324.99487045 time/batch=4.09s
624/1184 (epoch 2.108) train_loss=515.79403848 time/batch=6.52s
625/1184 (epoch 2.111) train_loss=646.37955677 time/batch=8.07s
626/1184 (epoch 2.115) train_loss=563.14791040 time/batch=7.01s
627/1184 (epoch 2.118) train_loss=322.18674679 time/batch=4.15s
628/1184 (epoch 2.122) train_loss=245.12733153 time/batch=3.31s
629/1184 (epoch 2.125) train_loss=698.31518198 time/batch=8.62s
630/1184 (epoch 2.128) train_loss=552.34392654 time/batch=6.93s
631/1184 (epoch 2.132) train_loss=565.81109802 time/batch=7.15s
632/1184 (epoch 2.135) train_loss=318.35464381 time/batch=4.21s
633/1184 (epoch 2.139) train_loss=386.42628146 time/batch=4.87s
634/1184 (epoch 2.142) train_loss=512.61080489 time/batch=6.29s
635/1184 (epoch 2.145) train_loss=562.08740211 time/batch=7.02s
636/1184 (epoch 2.149) train_loss=1035.98029965 time/batch=13.41s
637/1184 (epoch 2.152) train_loss=558.30719085 time/batch=7.06s
638/1184 (epoch 2.155) train_loss=552.07391311 time/batch=6.97s
639/1184 (epoch 2.159) train_loss=323.22093719 time/batch=4.29s
640/1184 (epoch 2.162) train_loss=346.67572186 time/batch=4.59s
641/1184 (epoch 2.166) train_loss=308.03500095 time/batch=4.24s
642/1184 (epoch 2.169) train_loss=548.12340486 time/batch=7.07s
643/1184 (epoch 2.172) train_loss=570.23915181 time/batch=7.32s
644/1184 (epoch 2.176) train_loss=165.85980238 time/batch=2.26s
645/1184 (epoch 2.179) train_loss=744.47972440 time/batch=9.74s
646/1184 (epoch 2.182) train_loss=328.01477788 time/batch=4.42s
647/1184 (epoch 2.186) train_loss=177.03493647 time/batch=2.39s
648/1184 (epoch 2.189) train_loss=680.73015369 time/batch=8.40s
649/1184 (epoch 2.193) train_loss=210.11555202 time/batch=2.87s
650/1184 (epoch 2.196) train_loss=484.33675046 time/batch=6.23s
651/1184 (epoch 2.199) train_loss=890.45277980 time/batch=11.67s
652/1184 (epoch 2.203) train_loss=446.65055161 time/batch=5.60s
653/1184 (epoch 2.206) train_loss=670.99851821 time/batch=8.20s
654/1184 (epoch 2.209) train_loss=738.26060703 time/batch=9.43s
655/1184 (epoch 2.213) train_loss=356.60253304 time/batch=4.61s
656/1184 (epoch 2.216) train_loss=618.42969983 time/batch=7.84s
657/1184 (epoch 2.220) train_loss=141.06685836 time/batch=2.07s
658/1184 (epoch 2.223) train_loss=657.97959888 time/batch=8.44s
659/1184 (epoch 2.226) train_loss=228.27657028 time/batch=3.06s
660/1184 (epoch 2.230) train_loss=716.58183413 time/batch=9.30s
661/1184 (epoch 2.233) train_loss=469.19224305 time/batch=6.12s
662/1184 (epoch 2.236) train_loss=611.07686590 time/batch=7.98s
663/1184 (epoch 2.240) train_loss=216.20791714 time/batch=3.00s
664/1184 (epoch 2.243) train_loss=521.66571016 time/batch=6.65s
665/1184 (epoch 2.247) train_loss=790.34583769 time/batch=10.09s
666/1184 (epoch 2.250) train_loss=305.16560527 time/batch=4.04s
667/1184 (epoch 2.253) train_loss=393.55720855 time/batch=5.02s
668/1184 (epoch 2.257) train_loss=757.18890778 time/batch=9.75s
669/1184 (epoch 2.260) train_loss=487.61592662 time/batch=6.17s
670/1184 (epoch 2.264) train_loss=190.67051907 time/batch=2.67s
671/1184 (epoch 2.267) train_loss=383.66422684 time/batch=4.91s
672/1184 (epoch 2.270) train_loss=363.33926176 time/batch=4.82s
673/1184 (epoch 2.274) train_loss=205.34443167 time/batch=2.81s
674/1184 (epoch 2.277) train_loss=532.85627148 time/batch=6.75s
675/1184 (epoch 2.280) train_loss=347.82171060 time/batch=4.41s
676/1184 (epoch 2.284) train_loss=476.45961081 time/batch=6.06s
677/1184 (epoch 2.287) train_loss=234.83952481 time/batch=3.26s
678/1184 (epoch 2.291) train_loss=489.24602536 time/batch=6.25s
679/1184 (epoch 2.294) train_loss=838.72899952 time/batch=11.14s
680/1184 (epoch 2.297) train_loss=287.03698844 time/batch=3.87s
681/1184 (epoch 2.301) train_loss=322.41800425 time/batch=4.34s
682/1184 (epoch 2.304) train_loss=830.58244567 time/batch=11.52s
683/1184 (epoch 2.307) train_loss=655.79613996 time/batch=7.93s
684/1184 (epoch 2.311) train_loss=372.63261936 time/batch=4.68s
685/1184 (epoch 2.314) train_loss=265.52518564 time/batch=3.48s
686/1184 (epoch 2.318) train_loss=405.72068813 time/batch=5.23s
687/1184 (epoch 2.321) train_loss=351.70665662 time/batch=4.68s
688/1184 (epoch 2.324) train_loss=295.58719115 time/batch=4.00s
689/1184 (epoch 2.328) train_loss=773.42520475 time/batch=12.98s
690/1184 (epoch 2.331) train_loss=412.32006359 time/batch=5.52s
691/1184 (epoch 2.334) train_loss=662.30108598 time/batch=8.65s
692/1184 (epoch 2.338) train_loss=323.09236118 time/batch=4.53s
693/1184 (epoch 2.341) train_loss=178.32540685 time/batch=2.57s
694/1184 (epoch 2.345) train_loss=501.51967705 time/batch=6.22s
695/1184 (epoch 2.348) train_loss=686.64430154 time/batch=8.75s
696/1184 (epoch 2.351) train_loss=588.09928886 time/batch=7.48s
697/1184 (epoch 2.355) train_loss=322.68175953 time/batch=4.30s
698/1184 (epoch 2.358) train_loss=310.65341822 time/batch=4.29s
699/1184 (epoch 2.361) train_loss=458.02299365 time/batch=5.94s
700/1184 (epoch 2.365) train_loss=237.69735046 time/batch=3.18s
701/1184 (epoch 2.368) train_loss=497.26229128 time/batch=6.59s
702/1184 (epoch 2.372) train_loss=521.81893584 time/batch=6.91s
703/1184 (epoch 2.375) train_loss=665.03515162 time/batch=8.23s
704/1184 (epoch 2.378) train_loss=244.76185334 time/batch=3.34s
705/1184 (epoch 2.382) train_loss=681.83614666 time/batch=8.60s
706/1184 (epoch 2.385) train_loss=267.35642043 time/batch=3.72s
707/1184 (epoch 2.389) train_loss=238.22834505 time/batch=3.30s
708/1184 (epoch 2.392) train_loss=409.04864586 time/batch=5.35s
709/1184 (epoch 2.395) train_loss=555.19644156 time/batch=7.11s
710/1184 (epoch 2.399) train_loss=433.20693091 time/batch=5.98s
711/1184 (epoch 2.402) train_loss=492.60927829 time/batch=6.73s
712/1184 (epoch 2.405) train_loss=565.73628329 time/batch=7.49s
713/1184 (epoch 2.409) train_loss=463.71053135 time/batch=6.30s
714/1184 (epoch 2.412) train_loss=440.15915087 time/batch=6.01s
715/1184 (epoch 2.416) train_loss=574.02032035 time/batch=7.49s
716/1184 (epoch 2.419) train_loss=190.19772627 time/batch=2.69s
717/1184 (epoch 2.422) train_loss=384.09582137 time/batch=5.09s
718/1184 (epoch 2.426) train_loss=251.93450855 time/batch=3.51s
719/1184 (epoch 2.429) train_loss=426.45036749 time/batch=5.68s
720/1184 (epoch 2.432) train_loss=208.71660499 time/batch=2.98s
721/1184 (epoch 2.436) train_loss=308.56493943 time/batch=4.32s
722/1184 (epoch 2.439) train_loss=583.71513378 time/batch=7.38s
723/1184 (epoch 2.443) train_loss=321.28165012 time/batch=4.27s
724/1184 (epoch 2.446) train_loss=176.53834779 time/batch=2.53s
725/1184 (epoch 2.449) train_loss=417.70983537 time/batch=5.41s
726/1184 (epoch 2.453) train_loss=534.55392825 time/batch=6.99s
727/1184 (epoch 2.456) train_loss=410.99724704 time/batch=5.54s
728/1184 (epoch 2.459) train_loss=262.05785167 time/batch=3.60s
729/1184 (epoch 2.463) train_loss=671.72552376 time/batch=8.47s
730/1184 (epoch 2.466) train_loss=338.69828679 time/batch=4.43s
731/1184 (epoch 2.470) train_loss=441.31648149 time/batch=5.76s
732/1184 (epoch 2.473) train_loss=226.73229490 time/batch=3.19s
733/1184 (epoch 2.476) train_loss=228.15489884 time/batch=3.12s
734/1184 (epoch 2.480) train_loss=595.55901160 time/batch=7.73s
735/1184 (epoch 2.483) train_loss=367.65762251 time/batch=4.74s
736/1184 (epoch 2.486) train_loss=161.81656136 time/batch=2.40s
737/1184 (epoch 2.490) train_loss=600.68894834 time/batch=7.68s
738/1184 (epoch 2.493) train_loss=465.48031366 time/batch=6.07s
739/1184 (epoch 2.497) train_loss=254.73713778 time/batch=3.45s
740/1184 (epoch 2.500) train_loss=449.64349636 time/batch=5.91s
741/1184 (epoch 2.503) train_loss=236.68876453 time/batch=3.37s
742/1184 (epoch 2.507) train_loss=281.19290926 time/batch=3.77s
743/1184 (epoch 2.510) train_loss=470.24176474 time/batch=6.34s
744/1184 (epoch 2.514) train_loss=280.31390045 time/batch=3.90s
745/1184 (epoch 2.517) train_loss=152.66420484 time/batch=2.31s
746/1184 (epoch 2.520) train_loss=214.21349974 time/batch=3.01s
747/1184 (epoch 2.524) train_loss=455.97900769 time/batch=5.97s
748/1184 (epoch 2.527) train_loss=411.99750281 time/batch=5.62s
749/1184 (epoch 2.530) train_loss=268.90454706 time/batch=3.71s
750/1184 (epoch 2.534) train_loss=415.09279322 time/batch=5.23s
751/1184 (epoch 2.537) train_loss=455.34249913 time/batch=5.80s
752/1184 (epoch 2.541) train_loss=524.25698044 time/batch=6.65s
753/1184 (epoch 2.544) train_loss=308.54164920 time/batch=3.91s
754/1184 (epoch 2.547) train_loss=302.10565434 time/batch=3.93s
755/1184 (epoch 2.551) train_loss=203.20633132 time/batch=2.89s
756/1184 (epoch 2.554) train_loss=299.08870102 time/batch=4.09s
757/1184 (epoch 2.557) train_loss=170.22226057 time/batch=2.52s
758/1184 (epoch 2.561) train_loss=414.80758788 time/batch=5.54s
759/1184 (epoch 2.564) train_loss=422.01249810 time/batch=5.31s
760/1184 (epoch 2.568) train_loss=457.16481202 time/batch=5.94s
761/1184 (epoch 2.571) train_loss=357.41616798 time/batch=4.72s
762/1184 (epoch 2.574) train_loss=145.38811953 time/batch=2.12s
763/1184 (epoch 2.578) train_loss=291.60547988 time/batch=3.97s
764/1184 (epoch 2.581) train_loss=523.12751743 time/batch=6.89s
765/1184 (epoch 2.584) train_loss=330.24764657 time/batch=4.48s
766/1184 (epoch 2.588) train_loss=238.27910554 time/batch=3.33s
767/1184 (epoch 2.591) train_loss=667.26331329 time/batch=8.83s
768/1184 (epoch 2.595) train_loss=467.54899449 time/batch=6.35s
769/1184 (epoch 2.598) train_loss=490.34956233 time/batch=6.41s
770/1184 (epoch 2.601) train_loss=620.38498349 time/batch=8.47s
771/1184 (epoch 2.605) train_loss=299.23533923 time/batch=4.08s
772/1184 (epoch 2.608) train_loss=333.04911360 time/batch=4.44s
773/1184 (epoch 2.611) train_loss=277.07796658 time/batch=3.89s
774/1184 (epoch 2.615) train_loss=326.92565733 time/batch=4.37s
775/1184 (epoch 2.618) train_loss=167.80398014 time/batch=2.61s
776/1184 (epoch 2.622) train_loss=431.55625490 time/batch=5.82s
777/1184 (epoch 2.625) train_loss=291.27920737 time/batch=3.85s
778/1184 (epoch 2.628) train_loss=556.93392630 time/batch=7.54s
779/1184 (epoch 2.632) train_loss=458.13170135 time/batch=6.05s
780/1184 (epoch 2.635) train_loss=294.34367997 time/batch=4.00s
781/1184 (epoch 2.639) train_loss=225.57056418 time/batch=3.19s
782/1184 (epoch 2.642) train_loss=425.12143217 time/batch=5.50s
783/1184 (epoch 2.645) train_loss=410.54568313 time/batch=5.26s
784/1184 (epoch 2.649) train_loss=326.71188917 time/batch=4.24s
785/1184 (epoch 2.652) train_loss=497.70020280 time/batch=6.55s
